product_id,summary,review,rating
8681,Yummy!,"I used to be able to buy this in the grocery store, but I haven't seen it in ages, so I was tickled to find it at Amazon.  The case of 24 packets that I received had a ""Use By"" date some two years away, so I have plenty of time to enjoy my custard.There are two ways I like to make it. (1) Add an egg yolk to the milk/mix, and bring to boil.  Pour into a baked pastry dish.  After it cools, top with Rediwhip cream and shredded coconut, then slice for a custard cream pie. (2) Slice bananas into a serving bowl and cover with the boiled custard mix.  Sprinkle with nutmeg and place in fridge to cool.Overall rating: Yummy!",5.0
6364,This is really good!,"I am mostly gluten-free because I feel better when I avoid gluten. One of my favorite foods is mac and cheese. When I discovered Annie's Creamy Deluxe Rice Pasta Dinner, I tried it and loved it. It's good just the way it is, but sometimes I add ham, and make a really rich, creamy dinner by adding in cream cheese, butter, grated sharp cheddar and half-and-half. Yum!",5.0
4505,Living on it....:),Treating gallstones and no longer drink soda or coffee or regular tea. I buy this by the case. drink it room temp all during the day. Probably drink more of this than water. My integrative dietitian likes this product as well. No surgery for this customer...lol..,5.0
2499,"McCormick Gourmet Collection, Lemon Pepper Blend","For years, Spice Island's Lemon Pepper was my go-to favorite until I tried this one. I really like the fact that I can taste the lemon pieces more, which I particularly like on veggies. I use this spice often.",5.0
146,Cinnamon Licorice powder,"this stuff is a poor example of an authentic 5-spice powder which I paid $1.5 for 4oz locally, despite the fact that other Dynasty products are useful such as their Satay sauce.  I live walking distance to Flushing Queens, and have a good idea what it's supposed to taste like from authentic Asian cooking sold nearby. If you want to go cheap off Amazon, you are better off withFrontier Five Spice Powder, 1.92-Ounce Bottle.  BTW ""star anise"" or ""aniseed"" is already a licorice flavor, so to add even more licorice to this bottle was foolish.",2.0
7718,Too strong for my taste buds.,"So I typically enjoy strong tea. When brewing a cup of brown tea or making iced tea, I double up the amount of bags needed. With that said, the flavor in this one is overwhelming. Not horrible, but also not something I could drink on a regular basis. Black tea must not be my thing.",3.0
9005,Zing!,"After careful consideration and reading all the helpful reviews that made my mouth water, I tried this product.  I was not disappointed in the least.  It makes the perfect comfort food.  In fact, I had a rather stressful day and made some and it made me feel quite good.  I am not sure what is in the packet of sauce mix, but it is wonderful when combined with tomato paste and water.  It makes your taste buds sing!If you are on the fence about this one, try it! You will love it.  My gratitude goes out to everyone of you that have done a review!!! Oh and to Amazon too!",5.0
8768,Great Pasta with chicken flavor! (no actual chicken in the mix.),"This is a great tasting, creamy, pasta dish. To cut the salt, use less of the seasoning packet (save rest to flavor gravy or soup.) Use 1 Tlbs each unsalted butter & oil for creamy. Using oil alone isn't great in this pasta - if you do, select a high quality EVOO (Extra Virgin olive oil) instead of other bland oils. Freeze the extra boxes and if you do find bugs, they're dead and can easily be picked out, then you rinse the pasta and proceed. Add a can of chicken for a main dish that feeds two adults. Our case arrived with no problems and no bugs. Great dish for the elderly, also, since pasta is small and creamy, easy to eat. Try it!",5.0
3942,As Described,"It's great for a quick meal and smells good. I wouldthrow in some veggies to spruce it up..Read the package for other ideas to add to it.I look at Hamburger Helper as a ""Start up"" andadd things to it.",4.0
4743,Loved the shrooms,"It was awkward to grow...there wasn't any room to put it, we ended up putting it by the kitchen sink so we could water it daily...We harvested a couple of handfuls of delicious mushrooms before the whole thin started to turn black, so we threw it out. We did not get enough mushrooms to pay for the kit...It was an experiment, for fun, so now we know that growing mushrooms is not for us!",3.0
1522,I was surprised there was no lactofermentation involved,"When you make this kimchi according to the instructions, you essentially are letting the cabbage soak overnight in brine, then draining it and mixing in a packet of ground spices before sticking it immediately into the refrigerator to let the flavors marry. This is NOT the same thing as fermenting a batch of kimchi for days at room temperature so that those wonderful fermentation bubbles build up and render the special ""tang on the tongue"" that I realized (after making this) is critical to good kimchi.I also found the flavor strange, too sweet and also a little ""off"" in a way I cannot describe. I didn't weigh my cabbage, but I selected a standard-sized Napa head so it had to be in the ballpark of four pounds. But the flavor of the packet overwhelmed the cabbage completely. I wound up rinsing off as much as I could, then stuffing the cabbage back into a mason jar and putting it under airlock on the counter to see if I can salvage the batch. The verdict is still out.I'm not a kimchi purist or connoisseur, but I know enough to know this isn't what I like. I'm going back to Sandor Katz' technique fromWild Fermentation: The Flavor, Nutrition, and Craft of Live-Culture Foodsand see if I can't get closer to something I can't stop eating. Maybe I can work some of this product into the recipe somewhere along the way and it'll be magic, and I do hope this is the case because I've got 11 packets left.",2.0
4577,Great Tea,This stuff is wonderful!  As soon as I start getting any kind of tickle in my throat or sniffle.  I start drinking.  It clears it up within a day or two.  Highly recommend.  Tastes nice as well.,5.0
8791,Ingredients not as listed,"Do not buy this product. The ingredients are different from those listed on the website.Only purchase if you like MSG, corn syrup and natural flavor!This is a list of the actual ingredients:PeanutsSea SaltSugarCornstarchMonosodium glutamate (MSG)GelatinTorula yeastCorn syrup solidsPaprikaOnion and garlic powdersSpicesNatural flavor",1.0
384,A displeasing hot sauce,"For well over a year, I have been using different types of hot sauce on different types of food.  Before I started doing this, I only ever remember using hot sauce on barbeque sandwiches.  Even though I have tried numerous types of hot sauce during this period, El Yucateco has set itself apart from the others as being one that I do not care for.  It is overpoweringly hot--with a searing heat--and has an odd, unenjoyable flavor.  Although not a terrible hot sauce--I consumed the entire bottle--El Yucateco is a hot sauce that I am glad that I tried, but it just is not my thing.",2.0
1546,"Good tea, but overrated","I found this tea to be just OK, but not really worth the rave reviews being offered here on Amazon. For what it's worth, I like my tea with plenty of nutrasweet/aspartame - I put in maybe 5 packets per 10 oz of tea. My favorite tea is Celestial Seasonings Blueberry.",3.0
8366,Great tasting coffee,"I love Dark Roast and this is a good brand.  Some coffees are not strong enough but this is great.  Also, the price is great, and it was delivered within 2 days.  I will keep buying from vendor.",5.0
5606,Nice packaging but beyond that..,Yeah this isn't a real good energy drink at all.A bit sour and it leaves you with an aftertaste that you can't quite figure out.Too much sugar besides.Trying to give away the rest of my 24-pack but no takers as of yet.,2.0
7776,WHEW,"I was not expecting this to be so spicey and hot. I wish they could find a way to label these so people with digestive problems would have a way of knowing before we order. I am rather new to Amazon.com, so maybe I missed something. If you like hot and spicey with a good flavor, you will like this.",3.0
4528,Organic Ginger Tea,Does the job it is intended to do for me. Doctor prescribe this for my digestive system and I use it religiously.,5.0
9104,Kids love these,I love these because there is not too much sugar and it's gluten free.  Plus my kids adore these.  My son doesn't like the peanut butter flavored ones but he eats one of these every day and he is a picky eater.  Would buy again.,5.0
2868,Can't go wrong,"Great pack of sugar cubes! Pretty self explanatory what it is. Makes a great treat. Also great for giving to horses, they love them!",5.0
9981,"Good, but not traditional, green tea","I like this particular green tea due to its smooth, fruity taste and aroma.  I enjoy a cup (with a small amount of honey added) after dinner, or whenever I want to relax with a good book.As other reviewers have noted, however, this is not traditional green tea.  It is a green tea blend that is lightly sweetened and has citrus undertones.  While I personally enjoy these flavors, others might find it a bit too nontraditional.",3.0
5009,YUK...my least favorite thus far...,"Shaped like Mushroom Caps and similar consistency.......Loma Linda Tender Bits, 19-Ounce Cans (Pack of 12)....I paid $70.45  for 12 of these I also bought several of the other products from this brand....They are Heavy ALL were shipped in On large box...SEVERAL cans have HUGE dents in them...",2.0
5073,Too sugary,"I bought these because of the blueberries! However, they are way too sugary. If you have a sweet tooth and want something that is healthy in comparison to eating a candy bar, then you might like these Special K bars.I will probably go back toKashi GOLEAN Bar, Chocolate Almond Toffee, 2.75-Ounce Bars (Pack of 12), which seem to be more nutritious on the whole. They don't taste as good, but I'm learning to make sacrifices in order to improve my health.",3.0
7923,Greasy and Salty,"These are nothing like the ones in the bigger tubs.  These nuts are smaller, taste greasy and are very salty.  I don't mind salt at all, but these were way too salty.",1.0
7539,If you REALLY love butter...,"You will like these. They are rich and heavy. Soft and chewy. They are not low-fat.Personally, I prefer the crunchier pecan varieties.",3.0
8772,Better than some--but not as heavenly as some reviewers made it to be!,Maybe I should stop reading the reviews here on Amazon! Because of them I am ending up with a LOT of boxes of food that I can take or leave! I am going to have to have a sale of my own! I had never had this when I was a kid--maybe that is the reason I can only give it 3 stars! I do like packaged convenience side dishes. And with 19 reviews of almost 5 stars I expected to be in side-dish heaven. Well--all I can say is its good but just ok good! The noodles are kind of square-shaped--a bit unusual. But as with most packaged pasta dishes--they kinda mush together--even if you undercook them a bit! But it was pleasant--and I will make it again! (after all--I have 11 more boxes to go!),3.0
8887,Delicious,My favorite brand of salt and pepper pistachios.  Other brands don't have enough pepper so all you taste is salt.,5.0
9499,INTENSE aroma and flavor,"I picked this truffle salt because of the user reviews.  When I opened the jaw, the aroma was like a brick in the face.  I thought that the flavor was going to be watered down, but couldn't be wrong.I read that it was great on eggs, so I took a pinch and added it to my eggs.  When I took a taste I nearly vomited. I may have added too much, or may be like the husband of another reviewer.  This may be just a flavor that is a love it or hate it.  I REALLY wanted to love this stuff, but it's just vile to my taste buds.I gave it 3 stars because I want others to know that they may be cursed with my genetic taste buds.  I envy those of you that love it!!!!!",3.0
4236,"Good to have on hand for an emergency (ie disaster) or for disaster response, would not eat for everyday - too little nutrition","I first found the Betty Crocker Sweet Mashed Potatoes when on a disaster deployment and needed something I could ""cook"" on a moments notice for lunches at the office or dinner back in my travel trailer (imagine living in a travel trailer in the Great Plains as autumn is setting in and the nearest standing ""restaurant"" is a ""diner"" 10 miles away and the next real place to get a hot meal is a diner over 30 minutes away... and full of tough looking guys from the railroad..There are 2 pouches each containing about 3 'servings' in each box. Quite frankly, one pouch is perfect for a larger individual meal with maybe a sandwich or a piece of fish or a small steak or even as a quick side to a fast food burger (anything is better than french fries sitting in the warmer for too long...)Note it does NOT take 8 Minutes to prepare - I set the water kettle or coffee pot to make hot water, dump the pouch into a bowl, add a pad of butter (preferably real!), toss in a dash of pepper, pour the now ready hot water into the bowl, fluff with a fork and let sit while I'm pouring my drink and gathering up the main item to set on the table (usually next to the laptop, who has time NOT to work - or surf the 'net - in these situations?!)So in a pinch, such as while on a disaster deployment living in a travel trailer or in a hotel room with just a coffee pot (hot water), these packets are GREAT!!!  Remember, most every hotel has something resembling ""butter"" in their breakfast area....  But for a large family gathering I highly suggest making ""real food"".From the Box: Serving Size: 1/3 cup as packaged  Servings per Container about 6 (roughly 3 in each pouch)Calories  120  DVCalories from fat  5Total Fat  1g  1%Saturated Fat  .5g  2%Sodium  310 mg  13%Potassium  260 mg  8% (good source!)Total Carbs  26 g  9%Dietary Fiber  1 g  5%Sugars  10 gProtein  2 gVitamin A  8%Calcium  0%Iron  2%Quite frankly the ingredient list is rather concerning, but what else can be expected from boxed convenience foods?POTATOES, SWEET POTATOES, SUGAR, BROWN SUGAR, SALT, MALTODEXTRIN, MARGARINE, NATURAL FLAVOR, WHEY, PARTIONALLY HYDRATED SOYBEAN OIL, SPICE, SODIUM CASEINATE, CORN STARCH, COLORED WITH YELLOW 6 LAKE YELLOW 5 LAKE ARTIFICIAL COLOR, ARTIFICIAL FLAVOR, TRICALCIUM PHOSPHATE, WHEAT FLOUR, SOY FLOUR, SODIUM ACID PYROPHOSPHATE, SODIUM BISULFITE, AND CITRIC ACID. Contains Milk, Wheat, and Soy ingredients.Exchanges: 2 starch 1 fatCarbohydrate choices: 2In my opinion, seriously, if you are counting the exchanges and carbs, you are probably better off eating ""real"" foods. A real sweet potato can be heated in a microwave with a cup of water (helps to steam) in 5 - 10 minutes depending on the size of the microwave and the size of the potato, then add the same butter (less) to the top and sprinkle with salt and pepper.  The only real convenience is the box can be stored for an emergency where the potato (sweet or otherwise) will go bad in a fair amount of time. So I rate this package 1 star for nutrition, 5 stars for convenience, so it averages out to 3 stars overall. I would buy again along with tuna pouches for the disaster preparedness kit or that disaster deployment.",3.0
6036,Not healthy enough to be worth eating such a vile food!,"I actually love Pirate's Booty snacks so I was over eager and purchased 2 huge cases of these.  Yikes, these are going to hard to get rid of.  A previous reviewer states that they are like fish food and I second that notion.  I would definitely recommend steering clear of these, and choosing one of the much better flavors like cheese.  I don't know exactly how to describe these, but imagine a stale sock soaked in broccoli juice and you're on the right track.  My typically non-discriminating 14 month old turns his nose up at these.  These taste like something super healthy, and though they aren't bad for you, they are not healthy enough to warrant choking them down.  They are worth a try as a toddler snack, but I'd order cautiously or you will have lots of fish food tasting snacks that you will be trying to give away to any unsuspecting victim that will take them off of your hands.",2.0
6915,~ GOOD VANILLA BEANS ~,"I have ordered Premium Bourbon Madagascar Vanilla Beans before and they were Big, Plump and Fresh. The last ones I've got, 16 in a Bag are shorter thinner dryer and not as Plump as the ones I purchased before. They are still good but the ones before were the Best. I used the 16 Vanilla Beans that comes in the bag with Vodka, 750 ML Bottle to make Vanilla Extract and also used them for Baking Desserts. Even with the drop in Quality Premium Bourbon Madagascar Vanilla Beans are a bargain over the Supermarket Prices! ...Thank You D.D.",4.0
5393,No more spit up!,This formula works great!  It is a bit cheaper here on Amazon than at my local Wal-mart.  It has reduced my daughters spit up greatly!  You will need a square or slit type nipple as this formula is a bit thicker than others.  Best to use warm water to mix also.,5.0
2089,Wonderful Flavoring,"This is used in addition to my other salts of choice, sea and Kosher.  I delivers a type of vanilla flavor, especially when used in things like pancakes, waffles, and some deserts that call for a touch of salt.",5.0
149,Fabulous,I tried to find this spice and was unsuccessful. It is a great spice that I use not only in making Asian recipes but in many other dishes as well. I find it to be very versatile and an asset to my spice cupboard.,5.0
972,Gritty texture.,"We eat a lot of popcorn. I mean a lot. We buy it in 50# bags - just the two of us; the wife an I. I like flavors on my popcorn, and use garlic butter, Parmesan cheese, and other flavors. This cheese powder seemed like just the thing for a great flavoring on my popcorn. But, I was wrong. I tried it once. The bag is still clipped shut in the cupboard. The texture was gritty, and more stuck to the bowl than the popcorn. The color is more intense than the flavor. I didn't find it to be that cheese flavored popcorn I imagined.I told my wife to use it up in other dishes that could use a bit more cheese, but I don't think she is too thrilled to try it again. Live and learn.",2.0
692,Healthy!,Love the all natural organic source. Product was totally congealed though which makes it hard to work with. Have to spoon out what I want to use and microwave to get it liquid. Not the healthiest thing to do but soaking jar in warm water takes to long. Otherwise great.,3.0
1006,Too much,These are very large bottles. It is a good dipping sauce with a sweet/spicy flavor.,3.0
6820,Inedible!,"I found this oddly fibrous and inedible. It was almost like there was paper or rubber in my mouth as I chewed on this. At first I thought it was just that stick, so I opened another one and it was exactly the same!",1.0
9449,Would have liked the eggplant to have more texture,"I love eggplant and I know it's not difficult to see from the picture that it's mostly pureed, but I had hoped it would have a little more texture.  Overall, this one was just 'ok' for me.  A few cubed pieces or hardy chunks of eggplant would have made all the difference.  I also found the flavor to be a little more mild then what I prefer and in comparison to some of the other Tasty Bite entries.  I could see myself repurchasing this item, but mostly just to maintain a decent variety in my otherwise lacking 'lunch' habit.  It's just not my favorite Tasty Bite.",3.0
5361,bad price on inferior product,these undersized and overpriced packets of miso soup has additives like 'dry fish powder' and i did not notice the small print of ingredients before buying and accepting shipment. i have other products ordered through amazon that are great and repeatedly shipped to my door but this product is inferior and i wish i could get a refund on unused and still sealed portion.,2.0
2337,Overpriced Cashimi,"Its hot stuff like horseradish is. Throw in some green coloring and VIOLA you have &#34;wasabi&#34;. It is obvious this is NOT Wasabi root, the original Japanese sushi and sashimi spice. Says so right on the pack. Worse is the great price at $1.99 until you notice the shipping at $5.25 making the total ACTUAL price $7.24. Pick it up at your local grocery store in the Asian section for $1.79. Wish Amazon would make vendors clarify BOTH cost UP FRONT instead of the old bait and switch. No sale.",1.0
6280,just not for me,"I wanted to like the Whole Wheat Shells & Cheddar.  I really did.  But the sauce really is quite watery and bland, even with adding the optional butter/margarine.  Alone, cooked per instructions, my kids wouldn't eat this.  I certainly couldn't feed it to kid guests used to traditional mac-n-cheese.  But I discovered that if I mixed in some leftover spaghetti sauce it becomes quite tasty.  I use a jarred sauce added to browned ground beef.  Now that makes a very hearty and tasty meal.",3.0
8975,Halves? where is the other half?,"I spent mny hours trying to match the halves up to make wholes, which would have made this an exceptional value, but I ended up eating my homework. It was quite yummy.",4.0
4299,"Okay, not much better than liquid stevia.",I have been just trying out different sweeteners (low or no calorie kind) and I just wanted to try this one out as well.  I haven't been disappointed but not really impressed either.  The amount is not really enough to economically use for baking except for just an occasional treat. I guess I will jus stick to liquid stevia.,3.0
6960,Excellent ! Great tasting and tons of protein...,"These bars taste wonderful and have 20 grams of protein! The texture is soft and chewy, very fudge like. Excellent flavor and taste. My teenage boys have already eaten half the box and I have to order more....",5.0
4480,Lemon ginger taste is much more nicer,I have tried both Ginger and Lemon Ginger teas and my favorite is Lemon Ginger.,3.0
1703,nice gift box..,"well, people complained about the candies but I actually find them very delicious, I don't really think they are made like back in the 60's or I hope they are not lol. I tried them all and they seem fresh so I am giving them 5 stars, plus the box is pretty neat.",5.0
6756,"Tastes like hot sauce, NOT BBQ OR HONEY","I love beef.  I love honey.  I love barbecue sauce.  I found this flavor so revolting, I could not even gag one bite down.Something has gone drastically wrong here.",1.0
9695,Great flavor vs pesticide rumors?,These have a great mild flavor but I've recently read celestial seasonings is using a higher than acceptable amount of pesticides in their tea leaves.,2.0
7030,Dry and bland,"This review is based on a single bar provided by the Amazon Vine program.I eat a lot of ""bars"" from protein bars, to snack bars.  This bar is small, but packs 230 calories, 20 grams of protein, no sugar, and 25 grams of carbs.  The chocolate covering had good flavor, and consistency.  It wasn't too waxy or melty.  The interior is a single mass of dry filling.  It had a vague chocolately espresso taste, but wasn't good.  It was also very dry.If you need gluten free, it may be an ok option, but I'll be looking elsewhere.",2.0
3353,Great Stuff,"I use wheat gluten in my homemade breads and wanted to make sure I had a nice stock supply of it for long term storage.  These cans stay good for MANY years so if you use it then just replenish and if not, it will still be good if times if disaster strike.  I recommend having some on hand if you are a baker.",5.0
9236,The best cereal I found so far,"The best cereal I found so far, that is organic, gluten free, and tastes good (and one I can get at a discounted price through subscribe and save). My son eats this almost every day, and doesn't get tired of it. I just add fruit or raisins for variety.",5.0
9296,Not distinctively either vanilla or hazelnut flavoring.,"I bought this on the recommendation of a friend who LOVES this tea. I don't find the vanilla taste strong enough, nor is the hazelnut flavoring strong. It's not distinctively either taste and I don't care for the blend even though I love both those flavors.",2.0
230,"Very tasty, long lasting and freshens your breath",I have been buying these from Amazon forever.  Very tasty and the sweetness lasts a long time.  It's also good after a meal as it helps freshen your breath and get the food out of your teeth.  But be very careful around your dogs as the sweetener in these is poisonous to dogs and perhaps other animals.,5.0
1110,"Waste not, want not.","A lot of kernals don't pop, BIG DEAL!  I plant em then harvest the results later, What don't pop furnishes a years supply of popcorn & the heat doesn't affect 90% of the kernals.  TRY it sometime.",3.0
2270,Great taste,"Great taste , i actually cute amount in half because this is a strong vanilla taste! Great product! Would buy again!",5.0
5749,"New Packaging is nice, new formula is not so nice.","Drastic change to this product from what is pictured. I was a huge fan of the Genisoy Soy Crisps Deep Sea Salted... the old formula, but if you order these now they will arrive to you marked as ""New look and improved taste"".... Not sure who determined that the taste is improved, but in my opinion these are awful.The old crisps were nice and puffy, very light tasting and a great salt flavor. The new crisps looks like they kept them in the oven for an hour too long. They are paper thin now, very crunchy, burnt colored, burnt tasting, and I think they left the salt off.  And when you open a bag don't be surprised to find mostly broken pieces inside instead of whole crisps. I've opened two bags so far and 50% of them are broken into tiny pieces. They are so thin and fragile now.Just beware before you buy a case of these that they have changed very much. I'd suggest finding a bag in a grocery store first and trying them out before investing in an entire case of a very changed product.A big thumbs down to Genisoy on this one!",1.0
4380,Can't Live With Out This Stuff.,"So I know there is a warning that you should not drink these teas if you are pregnant or breastfeeding but I want to remind you that just about every product out there has that warning on it for legal reasons. Even their Mother's Milk tea has that warning and it is made specifically to help women increase their breast milk supply while breastfeeding. With that said...I am breastfeeding and have been for a long time. Before I found these teas I would suffer through a sore throat, stuffy nose, cold, etc with out taking medication because I didn't want my baby/toddler to get any through my breast milk. Herbal remedies are much gentler on your body so I feel very comfortable knowing that these herbs will be passed to my child instead of a strong chemical remedy like DayQuil. I make my teas very strong and add some local raw honey for even more health benefits, and it makes the teas taste even better. I do enjoy the taste of the teas much more than I thought I would since they are after all medical remedies. The teas are not miracle cures but they really do help and you don't get a doped up feeling like you do from a lot of the OTC meds out there. I'm not sure I have a favorite, I find they are all really nice to have on hand when you need them. I also enjoy just drinking them, mainly the Cold Care and Echinacea, as a nice cup of tea on a cold day.Buy one box and see what you think, I don't think you'll be disappointed.***EDIT***I just wanted to add that while in general herbs are pretty safe when breastfeeding you do not want to take them as supplements or eat/drink extremely large amounts of them with out first making sure they are safe. You would probably have to drink an entire box of this stuff in one day for it to really cause any problems with breastfeeding so if you drink the typical 1-6 cups (using 1 tea bag per cup, 6 cups steeped with 2 tea bags each might be a little much) you should be fine.***EDIT***Just found out from my midwife that although these teas are safe to drink while breastfeeding they are not safe to drink while pregnant, except for the Echinacea which is safe to drink while pregnant. Bummer! I guess my 6 boxes will be sitting in the pantry for the next 9 months.",5.0
3991,I expected more,"I expected more, to be honest. These taste EXACTLY like that cheap snack that comes in a box called Nutty Bars. I always hated those because they were so cheap tasting. Also, really? Natural AND Artificial flavors? It's just chocolate and peanut butter, you really need to go artificial with such basic flavors? Okay.",2.0
6660,Makes excellent iced tea,I love this stuff iced. I put it in bottles with some Splenda and take it to work. Very refreshing.,5.0
3437,Bad bad bad!,I could certainly go on for more than 20 words about how much I hated this coffee.  Fortunately I didn't pay for it because it came with my machine as a sampler.  Yuck!  It doesn't taste like good coffee and it doesn't taste like French Vanilla.  Point blank I couldn't even finish the cup and had to pour it down the drain.  The aftertaste is even worse.  I don't understand how anyone could give this a positive review but I guess it's all a matter of individual preference.,1.0
5108,A FAVORITE,"WHAT CAN BE SAID ABOUT MY OLD TIME TREAT OF MY LIFE.I RECALL FEELING HORRIBLE WHEN I WAS A KID AND FINISHED ONE PACKAGE.AS AN ADULT I NOW BUY A CASE AND FEEL SPOILED ROTTEN, THEY ARE SO DELECTABLE.THIS IS WHAT YOU GET WHEN YOU BECOME AN ADULT,MORE THAN ONE PACKAGE.ISNT LIFE GREAT.",5.0
2927,Nothing like it.,"I stumbled onto this product years ago. I cant buy it here locally anymore at the grocery. It is delicious. Don't let the name fool you, it is not firey hot but just right with a hint of sweetness. Take a chance and buy a bottle, you will not be dissapointed.",5.0
2732,Early Holiday Present,"This is a fairly cost-effective and a little more healthy way to enjoy mochas. No it does not 'exactly' taste like Mocha iced coffee. And you'll have to do some work to get the perfect flavor which you are looking for. Otherwise it just tastes like hot chocolate. But this is a small trade off for still being able to enjoy chocolate-type coffee. The alternative is not being able to drink it at all, like before the product came out.",3.0
7174,I Found Out I Don't Like The SMART Pop. :(,The SMART pop doesn't have enough flavoring. :(  I do not like it sam I am.,1.0
65,great,my niece teaches underprivileged kids in florida --- she had a science lesson and i sent her 3 boxes of this stuff --- most of the kids would never in their lives have had a chance to taste this stuff --- so for the price it was a good deal to share something that these kids would never have had...,5.0
5930,My favorite flavor...,"I've had a lot of different kinds of cococnut water and this is by far the most palatable flavor for me. It is not too sweet or sugary tasting like some brands. This has a nice chocolate flavor that goes perfect with the coconut. There's also no aftertaste, it goes down clean. Excellent beverage for rehydrating, especially when you let it get real cold. This is better for you than drinking gatorade. I like to put mine in the freezer before I exercise and take it out just before it starts to freeze or right after i finish exercising. Very refreshing and gets rid of my sweet tooth!",5.0
9871,Tasty,The tea is quite good but does not produce the intended affect for me.  I do not go to sleep any faster or sleep better. I am simply groggy for most of the next day. I only drink it when I have a day off the following day.,3.0
5087,"delicious but most cans dented.rusted, etc","I was only able to use one of a dozen cans - they had to be disposed of as they were rusted, dented and dirty. After disinfencting the only undamaged can, i found this product to be delicious , it is a shame i won't attempt to reorder. This is the 3rd Loma Linda product that has arrived in such horrible , unsanitary and unusable condition ..",2.0
8078,Mild Child,"It is tasty, but a little weak for our tastes.  We use the smallest cup to give it some zip.",3.0
9378,Wrong stuff...,I grew up eating the puffed rice in the big bags... by Malt-O-Meal and I LOVE that stuff. Thought these would be similar but it wasn't the case. I ended up donating them to a thrift store that offers free meals...so at least it went to a good cause :0)  I couldn'teven dress them up with a little white sugar.,1.0
6798,Meh...,"I try to eat nutritiously, but I believe in moderation, so I will occasionally have a snack that is less than healthful if it has a taste I find appealing. I'm partial to beef jerky, certain types of chips and Snickers bars. Just not too often.These Slim Jims will not be joining my short-list. They are, I guess, sausages of a sort--foot long tubes about a 3/8 of an inch in diameter. The outer skin is taut and crispy. The inside is soft and somewhat mushy.They are made with beef and chicken, but there is no discernible meat flavor--just spice heat. I guess they would be a good accompaniment to a beer or two, but I can think of other things (salsa and corn chips, flavored pretzels, etc.) that I'd rather have with that beverage.Nutrition on these is hair-raising, even for a guilty pleasure. A less than one ounce snack which will deliver 140 calories, 23% of your daily allotment of saturated fat and 20% of your sodium, not to mention some nitrite--that's pretty hard-core.Sorry, Jim. I'll pass.",3.0
4582,"It's OK, buy it if you like a strong liquorice-herbed tea.","It didn't have any effect on my digestive system or waistline, perhaps because I could only manage 1 cup a day, until I couldn't manage that! It's a very strong liquorice-herbed mix, not unpleasant, but certainly not my &#34;go to&#34; tea, just every now and then.",3.0
6589,Vicks Vapor Rub,"I'm really curious as to what ""blended black tea"", means. It doesn't say it on the ingredients list, but it smells and tastes just like menthol, camphor and eucalyptus oil, with a nice blend of cinnamon, which it does list. In removing it from the wrapper, it had such a strong aroma of Vick's Vapor Rub, that it gave me second thoughts as to whether it was safe to drink. However, I did want to try it, so here I am, alive and still kicking. The only positive thing I can say is that it has a nice cinnamon flavor that pleasantly lingers in my mouth, and the packaging is easy on the eyes. Not sure what the manufacturers were thinking though, in putting this product out in the public arena as a beverage. The ingredients are: blended black tea, ginger root, cinnamon, cinnamon oil, clove oil, allspice, nutemeg, clove, and cardamon oil. Because of the unknown element, I wouldn't be surprised if they started marketing it, as a familiar cold remedy. Todd Wilbur?...you missed one.",1.0
8639,Odd taste,"We normally love Kraft Macaroni and cheese and this was a good price, if it were eatable. I've tried two boxes but there's this funny taste like it's old or something. My kids noticed it and they usually eat this like crazy. I think -as much as I hate to,I 'll be throwing the rest out.",3.0
4679,quality has deteriorated terribly,"A couple years ago I drank this every day. It was rich with cardomom flavor. When I recently reordered I found that like everything else in this sorry world, the quality of the tea had deteriorated drastically. It is bland and flat compared with the spicey richness of flavor in the past. I wrote to complain; they replied they used the same ""recipe."" It's the ingredients and the process that count--not the recipe!  I may have to make it myself.January 2014.I bought a couple of boxes in hopes they had raised their standards. No such luck. Crummy crummy crummy. I wonder how these people can live with themselves, knowing they're selling inferior products.",2.0
8080,Not for me...,"IMO, this is okay if you brew the smallest cup of coffee but I like large, hearty cups of coffee, so it didn't work for me.",3.0
9992,Great tasting and healthy tea,"This is a very good tea for your health, and helps you sleep, relax and other good things. It also tastes great so I know you will like it too.",5.0
3933,NOT Grandma's chicken soup,Okay to crush up a lot of saltines into.  Very little chicken and tiny very funny looking &#34;noodles&#34; - cannot be considered traditional as the 'noodles&#34; are little round bits of something - hopefully noodles.  You don't get the same type of noodles as in Campbell's Chicken Noodle soup to which you add a can of water.,3.0
2652,FOR COFFEE MATE LOVERS,"When my cousin was visitng from Europe....she fell crazy in love with Coffee-mate.They don't have it where she lives...so I surprised her by sending her this huge can...and when she receive it,.she called me and acted like she won the lottery!As long as they carry this huge container of it..I'll keep sending it to her.",5.0
6519,Danger for anyone with HIGH Blood Pressure,"The Licorice spice tea is fragrant and delicious.I was given some to try, and was so excited about this tea. I added it to my amazon.comsubscriptions. Several days later I mentioned this tea to my Doctor. He gave me astrict warning against ANY kind od black Licorice.This tea and all black licorice products need clearly posted warnings.Not for consumption by anyone with high Blood pressure, or on blood pressure medicines.The package had not yet arrived, I contacted amazon for return instructions and was told it is not return or refundable!  Very unhappy  :(Stash Premium Licorice Spice Herbal Tea, Tea Bags, 20-Count Boxes (Pack of 6)",1.0
7789,My favorite of the Annie Chun's Noodle Bowls.,This one reminds me of the Cold Sesame Noodles I used to get in Boston. So quick and easy! A healthy lunch or dinner for this vegan.,5.0
